uid,score
283825.0,91.0
283826.0,100.0
283827.0,100.0
283829.0,48.0
283830.0,100.0
283831.0,100.0
283836.0,53.0
283837.0,85.0
283838.0,88.0
283839.0,14.0
283842.0,43.0
283843.0,100.0
283846.0,90.0
283847.0,100.0
283848.0,73.0
283850.0,82.0
283851.0,100.0
283852.0,66.0
283856.0,80.0
283857.0,62.0
283860.0,100.0
283861.0,43.0
283862.0,80.0
283863.0,79.0
283864.0,17.0
283866.0,81.0
283869.0,23.0
283871.0,58.0
283876.0,100.0
283878.0,93.0
283880.0,81.0
283881.0,70.0
283884.0,52.0
283885.0,100.0
283886.0,28.0
283888.0,95.0
283889.0,90.0
283890.0,100.0
283891.0,100.0
283893.0,35.0
283896.0,45.0
283897.0,81.0
283901.0,23.0
283902.0,97.0
283904.0,16.0
283905.0,60.0
283907.0,83.0
283908.0,17.0
283912.0,80.0
283913.0,79.0
283914.0,100.0
283915.0,82.0
283916.0,74.0
283918.0,86.0
283920.0,87.0
283921.0,1.0
283922.0,72.0
283923.0,74.0
283926.0,69.0
283928.0,70.0
283929.0,3.0
283930.0,60.0
283931.0,99.0
283933.0,75.0
283935.0,85.0
283936.0,95.0
283937.0,94.0
283939.0,75.0
283941.0,10.0
283942.0,96.0
283943.0,42.0
283944.0,95.0
283945.0,82.0
283946.0,97.0
283947.0,99.0
283949.0,60.0
283951.0,85.0
283952.0,70.0
283955.0,100.0
283956.0,34.0
283959.0,100.0
283961.0,36.0
283963.0,100.0
283968.0,93.0
283971.0,44.0
283973.0,100.0
283974.0,80.0
283978.0,31.0
283979.0,98.0
283981.0,68.0
283982.0,70.0
283983.0,100.0
283984.0,80.0
283985.0,70.0
283986.0,53.0
283987.0,84.0
283990.0,15.0
283992.0,100.0
283993.0,91.0
283994.0,100.0
283996.0,99.0
284002.0,88.0
284004.0,100.0
284005.0,24.0
284006.0,72.0
284011.0,100.0
284012.0,18.0
284013.0,88.0
284014.0,15.0
284015.0,100.0
284016.0,34.0
284018.0,59.0
284019.0,93.0
284020.0,96.0
284022.0,51.0
284024.0,63.0
284026.0,52.0
284027.0,100.0
284028.0,92.0
284030.0,95.0
284031.0,100.0
284035.0,54.0
284038.0,100.0
284039.0,94.0
284040.0,98.0
284041.0,98.0
284042.0,5.0
284043.0,57.0
284047.0,90.0
284050.0,100.0
284051.0,95.0
284052.0,54.0
284054.0,84.0
284057.0,52.0
284060.0,100.0
284062.0,11.0
284063.0,100.0
284064.0,98.0
284067.0,65.0
284070.0,92.0
284071.0,94.0
284072.0,98.0
284074.0,99.0
284075.0,88.0
284076.0,80.0
284077.0,100.0
284078.0,55.0
284079.0,99.0
284080.0,78.0
284085.0,36.0
284086.0,86.0
284087.0,26.0
284089.0,97.0
284092.0,77.0
284093.0,100.0
284095.0,100.0
284097.0,76.0
284098.0,100.0
284099.0,73.0
284103.0,98.0
284105.0,100.0
284106.0,83.0
284109.0,28.0
284110.0,48.0
284113.0,61.0
284114.0,62.0
284115.0,100.0
284122.0,84.0
284124.0,100.0
284127.0,90.0
284134.0,87.0
284138.0,94.0
284140.0,65.0
284141.0,71.0
284146.0,52.0
284148.0,74.0
284150.0,93.0
284151.0,2.0
284152.0,92.0
284153.0,54.0
284156.0,95.0
284157.0,43.0
284160.0,87.0
284166.0,59.0
284168.0,91.0
284169.0,59.0
284171.0,87.0
284173.0,99.0
284176.0,47.0
284178.0,5.0
284179.0,99.0
284180.0,96.0
284182.0,82.0
284183.0,86.0
284184.0,100.0
284187.0,99.0
284189.0,81.0
284190.0,100.0
284191.0,99.0
284192.0,100.0
284195.0,52.0
284198.0,93.0
284200.0,96.0
284201.0,100.0
284203.0,95.0
284204.0,83.0
284205.0,100.0
284207.0,86.0
284209.0,96.0
284210.0,100.0
284211.0,95.0
284212.0,99.0
284214.0,99.0
284215.0,86.0
284217.0,88.0
284218.0,67.0
284219.0,100.0
284221.0,99.0
284223.0,78.0
284225.0,95.0
284226.0,100.0
284227.0,100.0
284228.0,98.0
284229.0,56.0
284231.0,100.0
284232.0,73.0
284234.0,62.0
284236.0,57.0
284237.0,95.0
284240.0,93.0
284242.0,82.0
284243.0,90.0
284244.0,90.0
284245.0,91.0
284247.0,99.0
284248.0,98.0
284250.0,95.0
284251.0,89.0
284253.0,82.0
284255.0,87.0
284256.0,99.0
284259.0,96.0
284260.0,90.0
284261.0,96.0
284265.0,43.0
284267.0,87.0
284268.0,79.0
284270.0,80.0
284271.0,99.0
284272.0,99.0
284274.0,94.0
284277.0,100.0
284278.0,99.0
284279.0,97.0
284281.0,86.0
284283.0,100.0
284284.0,100.0
284285.0,91.0
284286.0,99.0
284288.0,96.0
284291.0,100.0
284294.0,64.0
284296.0,91.0
284297.0,100.0
284298.0,98.0
284301.0,81.0
284305.0,97.0
284306.0,97.0
284307.0,100.0
284309.0,91.0
284311.0,71.0
284312.0,96.0
284315.0,77.0
284316.0,86.0
284318.0,42.0
284319.0,98.0
284320.0,98.0
284321.0,92.0
284322.0,97.0
284323.0,86.0
284325.0,94.0
284326.0,87.0
284328.0,93.0
284329.0,84.0
284335.0,100.0
284337.0,100.0
284339.0,79.0
284341.0,86.0
284342.0,39.0
284343.0,81.0
284346.0,99.0
284347.0,86.0
284348.0,98.0
284350.0,100.0
284352.0,73.0
284353.0,100.0
284354.0,30.0
284355.0,81.0
284357.0,100.0
284358.0,89.0
284360.0,91.0
284361.0,100.0
284364.0,73.0
284365.0,85.0
284368.0,99.0
284369.0,99.0
284370.0,80.0
284373.0,95.0
284379.0,98.0
284382.0,99.0
284383.0,97.0
284385.0,100.0
284386.0,69.0
284387.0,80.0
284388.0,78.0
284389.0,100.0
284390.0,100.0
284391.0,96.0
284394.0,94.0
284397.0,100.0
284398.0,99.0
284399.0,96.0
284400.0,85.0
284404.0,76.0
284405.0,96.0
284407.0,92.0
284409.0,97.0
284410.0,99.0
284413.0,100.0
284414.0,100.0
284416.0,77.0
284418.0,100.0
284420.0,100.0
284423.0,100.0
284424.0,93.0
284426.0,93.0
284428.0,98.0
284430.0,99.0
284432.0,100.0
284434.0,94.0
284441.0,100.0
284443.0,99.0
284445.0,98.0
284455.0,46.0
284456.0,55.0
284457.0,88.0
284461.0,92.0
284464.0,100.0
284465.0,89.0
284466.0,88.0
284467.0,99.0
284468.0,86.0
284471.0,73.0
284472.0,96.0
284473.0,100.0
284476.0,99.0
284477.0,96.0
284479.0,100.0
284481.0,95.0
284482.0,94.0
284485.0,99.0
284488.0,87.0
284489.0,99.0
284491.0,74.0
284492.0,83.0
284493.0,82.0
284495.0,88.0
284498.0,100.0
284500.0,100.0
284501.0,98.0
284502.0,92.0
284503.0,77.0
284504.0,99.0
284505.0,79.0
284507.0,96.0
284508.0,99.0
284511.0,91.0
284513.0,98.0
284516.0,97.0
284517.0,98.0
284519.0,64.0
284520.0,100.0
284524.0,100.0
284525.0,100.0
284528.0,98.0
284532.0,99.0
284533.0,97.0
284534.0,98.0
284535.0,100.0
284538.0,93.0
284539.0,100.0
284540.0,100.0
284543.0,98.0
284545.0,99.0
284554.0,46.0
284555.0,99.0
284557.0,77.0
284558.0,99.0
284561.0,99.0
284562.0,100.0
284564.0,72.0
284565.0,61.0
284566.0,90.0
284567.0,91.0
284568.0,100.0
284569.0,100.0
284571.0,87.0
284573.0,98.0
284576.0,78.0
284577.0,90.0
284579.0,78.0
284581.0,100.0
284583.0,100.0
284585.0,95.0
284586.0,82.0
284587.0,100.0
284588.0,95.0
284589.0,59.0
284590.0,65.0
284592.0,95.0
284594.0,79.0
284595.0,100.0
284596.0,97.0
284597.0,99.0
284598.0,95.0
284599.0,93.0
284600.0,99.0
284603.0,70.0
284605.0,99.0
284606.0,100.0
284607.0,44.0
284608.0,99.0
284609.0,98.0
284611.0,92.0
284612.0,84.0
284614.0,100.0
284615.0,100.0
284617.0,100.0
284618.0,64.0
284620.0,93.0
284622.0,100.0
284624.0,98.0
284627.0,81.0
284628.0,69.0
284630.0,94.0
284632.0,98.0
284634.0,19.0
284635.0,100.0
284639.0,99.0
284640.0,99.0
284642.0,86.0
284643.0,100.0
284644.0,86.0
284646.0,95.0
284647.0,98.0
284649.0,39.0
284657.0,87.0
284659.0,100.0
284662.0,93.0
284663.0,91.0
284664.0,65.0
284671.0,99.0
284672.0,89.0
284673.0,94.0
284674.0,98.0
284675.0,92.0
284677.0,86.0
284678.0,99.0
284683.0,100.0
284684.0,92.0
284685.0,97.0
284686.0,94.0
284687.0,100.0
284689.0,100.0
284690.0,95.0
284691.0,90.0
284698.0,97.0
284702.0,70.0
284703.0,34.0
284705.0,95.0
284706.0,100.0
284707.0,72.0
284708.0,99.0
284709.0,100.0
284710.0,96.0
284712.0,100.0
284713.0,100.0
284714.0,98.0
284716.0,100.0
284717.0,99.0
284718.0,73.0
284721.0,60.0
284724.0,45.0
284725.0,98.0
284726.0,83.0
284728.0,100.0
284729.0,99.0
284730.0,91.0
284731.0,93.0
284732.0,99.0
284733.0,93.0
284734.0,85.0
284735.0,100.0
284736.0,100.0
284737.0,73.0
284738.0,87.0
284739.0,100.0
284742.0,100.0
284744.0,80.0
284745.0,94.0
284746.0,85.0
284747.0,100.0
284748.0,99.0
284750.0,100.0
284752.0,95.0
284753.0,92.0
284754.0,100.0
284755.0,99.0
284757.0,100.0
284759.0,74.0
284764.0,83.0
284766.0,97.0
284770.0,80.0
284771.0,100.0
284774.0,99.0
284775.0,100.0
284776.0,99.0
284777.0,97.0
284781.0,99.0
284782.0,95.0
284783.0,88.0
284784.0,99.0
284785.0,37.0
284788.0,100.0
284789.0,88.0
284792.0,88.0
284793.0,42.0
284794.0,100.0
284795.0,99.0
284797.0,90.0
284799.0,96.0
284800.0,94.0
284801.0,31.0
284805.0,97.0
284806.0,99.0
284807.0,30.0
284808.0,85.0
284811.0,100.0
284812.0,93.0
284814.0,95.0
284816.0,99.0
284818.0,100.0
284819.0,97.0
284820.0,100.0
284823.0,100.0
284824.0,100.0
284825.0,100.0
284827.0,100.0
284836.0,96.0
284837.0,74.0
284838.0,100.0
284840.0,91.0
284841.0,99.0
284842.0,97.0
284843.0,100.0
284847.0,100.0
284849.0,86.0
284850.0,59.0
284851.0,98.0
284852.0,94.0
284854.0,58.0
284857.0,97.0
284859.0,98.0
284863.0,86.0
284864.0,99.0
284866.0,99.0
284867.0,73.0
284868.0,73.0
284870.0,97.0
284872.0,93.0
284875.0,96.0
284877.0,80.0
284878.0,96.0
284879.0,100.0
284880.0,100.0
284881.0,100.0
284882.0,65.0
284883.0,97.0
284884.0,98.0
284888.0,92.0
284889.0,100.0
284892.0,100.0
284896.0,58.0
284897.0,79.0
284898.0,99.0
284901.0,98.0
284902.0,100.0
284903.0,97.0
284904.0,97.0
284905.0,83.0
284906.0,99.0
284909.0,100.0
284910.0,96.0
284911.0,100.0
284912.0,60.0
284913.0,43.0
284914.0,95.0
284916.0,99.0
284917.0,93.0
284918.0,97.0
284920.0,97.0
284921.0,99.0
284923.0,94.0
284924.0,95.0
284925.0,96.0
284927.0,29.0
284929.0,97.0
284931.0,100.0
284933.0,100.0
284935.0,93.0
284936.0,100.0
284937.0,98.0
284938.0,100.0
284940.0,99.0
284941.0,11.0
284942.0,100.0
284943.0,90.0
284944.0,59.0
284947.0,69.0
284948.0,100.0
284953.0,96.0
284954.0,100.0
284955.0,100.0
284956.0,27.0
284960.0,100.0
284962.0,56.0
284963.0,100.0
284964.0,96.0
284965.0,60.0
284966.0,95.0
284967.0,74.0
284968.0,93.0
284969.0,100.0
284971.0,100.0
284972.0,90.0
284973.0,90.0
284974.0,98.0
284977.0,98.0
284978.0,99.0
284980.0,99.0
284986.0,99.0
284987.0,100.0
284988.0,92.0
284989.0,98.0
284997.0,64.0
284998.0,90.0
284999.0,97.0
285000.0,88.0
285002.0,96.0
285003.0,100.0
285006.0,83.0
285007.0,99.0
285008.0,100.0
285010.0,93.0
285011.0,99.0
285012.0,97.0
285013.0,58.0
285016.0,99.0
285017.0,95.0
285018.0,96.0
285020.0,65.0
285021.0,98.0
285024.0,98.0
285026.0,98.0
285027.0,96.0
285028.0,81.0
285029.0,100.0
285031.0,100.0
285034.0,99.0
285037.0,74.0
285042.0,49.0
285044.0,18.0
285045.0,82.0
285047.0,93.0
285050.0,100.0
285051.0,93.0
285053.0,100.0
285054.0,94.0
285055.0,96.0
285057.0,55.0
285059.0,69.0
285060.0,97.0
285063.0,62.0
285064.0,99.0
285066.0,95.0
285067.0,92.0
285068.0,99.0
285070.0,98.0
285071.0,100.0
285072.0,100.0
285074.0,98.0
285075.0,95.0
285076.0,92.0
285079.0,95.0
285082.0,58.0
285083.0,81.0
285084.0,93.0
285085.0,79.0
285086.0,100.0
285087.0,99.0
285088.0,63.0
285089.0,99.0
285092.0,95.0
285093.0,95.0
285094.0,95.0
285095.0,93.0
285097.0,71.0
285098.0,86.0
285099.0,100.0
285105.0,84.0
285108.0,88.0
285111.0,90.0
285113.0,100.0
285114.0,100.0
285117.0,93.0
285119.0,90.0
285122.0,100.0
285123.0,100.0
285127.0,91.0
285128.0,99.0
285129.0,100.0
285132.0,99.0
285133.0,98.0
285134.0,92.0
285135.0,100.0
285138.0,91.0
285139.0,95.0
285140.0,77.0
285141.0,87.0
285142.0,80.0
285145.0,97.0
285146.0,100.0
285147.0,100.0
285149.0,84.0
285151.0,98.0
285153.0,94.0
285154.0,95.0
285157.0,63.0
285158.0,86.0
285159.0,99.0
285160.0,99.0
285161.0,100.0
285162.0,100.0
285163.0,67.0
285166.0,99.0
285169.0,95.0
285171.0,100.0
285172.0,95.0
285177.0,97.0
285180.0,98.0
285181.0,100.0
285183.0,99.0
285184.0,68.0
285185.0,75.0
285187.0,93.0
285188.0,97.0
285189.0,92.0
285191.0,88.0
285192.0,99.0
285193.0,82.0
285195.0,98.0
285200.0,100.0
285201.0,94.0
285202.0,86.0
285205.0,84.0
285206.0,100.0
285207.0,99.0
285209.0,100.0
285211.0,88.0
285212.0,94.0
285215.0,100.0
285218.0,97.0
285219.0,98.0
285221.0,100.0
285223.0,89.0
285224.0,99.0
285231.0,99.0
285233.0,92.0
285235.0,99.0
285236.0,37.0
285237.0,100.0
285238.0,98.0
285239.0,70.0
285240.0,94.0
285243.0,92.0
285244.0,99.0
285246.0,80.0
285250.0,100.0
285253.0,91.0
285254.0,100.0
285258.0,97.0
285259.0,100.0
285261.0,96.0
285264.0,89.0
285265.0,100.0
285267.0,90.0
285270.0,94.0
285271.0,99.0
285275.0,98.0
285276.0,89.0
285277.0,83.0
285279.0,100.0
285284.0,58.0
285285.0,88.0
285287.0,99.0
285290.0,93.0
285291.0,98.0
285294.0,98.0
285295.0,100.0
285296.0,96.0
285298.0,86.0
285300.0,100.0
285301.0,100.0
285303.0,98.0
285305.0,96.0
285306.0,78.0
285308.0,81.0
285310.0,58.0
285313.0,100.0
285315.0,90.0
285317.0,100.0
285318.0,90.0
285321.0,86.0
285322.0,99.0
285324.0,95.0
285326.0,68.0
285327.0,100.0
285328.0,89.0
285330.0,100.0
285331.0,96.0
285336.0,68.0
285338.0,84.0
285339.0,99.0
285342.0,98.0
285343.0,53.0
285344.0,100.0
285345.0,99.0
285346.0,53.0
285348.0,95.0
285349.0,98.0
285350.0,90.0
285351.0,98.0
285356.0,100.0
285357.0,97.0
285358.0,90.0
285360.0,98.0
285362.0,99.0
285365.0,100.0
285366.0,79.0
285367.0,91.0
285368.0,80.0
285369.0,95.0
285373.0,100.0
285377.0,100.0
285378.0,100.0
285379.0,93.0
285381.0,100.0
285383.0,89.0
285388.0,100.0
285389.0,96.0
285391.0,84.0
285392.0,79.0
285393.0,85.0
285394.0,100.0
285396.0,94.0
285397.0,98.0
285398.0,88.0
285399.0,59.0
285400.0,96.0
285401.0,93.0
285405.0,91.0
285408.0,74.0
285411.0,100.0
285412.0,99.0
285413.0,100.0
285416.0,90.0
285420.0,97.0
285422.0,69.0
285423.0,77.0
285424.0,97.0
285426.0,100.0
285430.0,100.0
285432.0,80.0
285433.0,94.0
285434.0,83.0
285435.0,97.0
285436.0,87.0
285439.0,98.0
285440.0,100.0
285441.0,94.0
285443.0,82.0
285444.0,65.0
285446.0,99.0
285448.0,98.0
285450.0,22.0
285452.0,89.0
285455.0,100.0
285456.0,98.0
285459.0,98.0
285460.0,100.0
285461.0,97.0
285462.0,90.0
285466.0,91.0
285467.0,96.0
285469.0,100.0
285471.0,100.0
285472.0,93.0
285473.0,98.0
285475.0,100.0
285477.0,85.0
285478.0,97.0
285479.0,84.0
285480.0,98.0
285481.0,88.0
285482.0,100.0
285484.0,75.0
285485.0,100.0
285486.0,93.0
285488.0,89.0
285490.0,97.0
285491.0,91.0
285494.0,100.0
285495.0,91.0
285496.0,98.0
285499.0,98.0
285500.0,100.0
285502.0,46.0
285504.0,92.0
285505.0,79.0
285508.0,100.0
285509.0,100.0
285510.0,62.0
285512.0,88.0
285513.0,100.0
285516.0,88.0
285519.0,96.0
285520.0,100.0
285522.0,89.0
285524.0,87.0
285525.0,87.0
285528.0,64.0
285530.0,90.0
285533.0,94.0
285540.0,98.0
285541.0,99.0
285542.0,80.0
285544.0,99.0
285545.0,56.0
285546.0,83.0
285547.0,87.0
285552.0,99.0
285553.0,98.0
285554.0,98.0
285556.0,98.0
285557.0,100.0
285558.0,63.0
449783.0,16.0
449795.0,93.0
449797.0,53.0
449804.0,44.0
449806.0,66.0
449807.0,63.0
449809.0,66.0
449810.0,75.0
449812.0,96.0
449814.0,10.0
449815.0,47.0
449819.0,88.0
449820.0,8.0
449823.0,32.0
449825.0,90.0
449826.0,81.0
449828.0,90.0
449832.0,85.0
449833.0,13.0
449834.0,2.0
449835.0,54.0
449836.0,30.0
449838.0,39.0
449839.0,58.0
449840.0,22.0
449841.0,86.0
449843.0,91.0
449844.0,96.0
449846.0,65.0
449847.0,88.0
449848.0,65.0
449849.0,55.0
449853.0,37.0
449854.0,81.0
449855.0,40.0
449856.0,93.0
449857.0,37.0
449859.0,57.0
449861.0,33.0
449863.0,83.0
449865.0,97.0
449868.0,96.0
449869.0,52.0
449870.0,16.0
449871.0,35.0
449872.0,93.0
449873.0,68.0
449878.0,31.0
449879.0,78.0
449880.0,33.0
449881.0,36.0
449887.0,96.0
449888.0,0.0
449891.0,94.0
449893.0,95.0
449895.0,29.0
449896.0,86.0
449899.0,6.0
449900.0,75.0
449901.0,46.0
449902.0,35.0
449903.0,91.0
449905.0,57.0
449906.0,100.0
449907.0,30.0
449908.0,64.0
449910.0,68.0
449911.0,36.0
449915.0,70.0
449918.0,53.0
449919.0,93.0
449922.0,20.0
449925.0,11.0
449928.0,30.0
449931.0,23.0
449933.0,43.0
449935.0,3.0
449938.0,85.0
449943.0,44.0
449944.0,39.0
449945.0,0.0
449946.0,77.0
449948.0,96.0
449949.0,78.0
449950.0,34.0
449952.0,1.0
449963.0,99.0
449966.0,33.0
449968.0,80.0
449970.0,100.0
449972.0,51.0
449974.0,27.0
449975.0,68.0
449978.0,88.0
449985.0,72.0
449986.0,70.0
449989.0,39.0
449993.0,92.0
449995.0,84.0
449996.0,84.0
449997.0,17.0
449999.0,38.0
450002.0,86.0
450005.0,81.0
450008.0,75.0
450013.0,93.0
450016.0,33.0
450017.0,51.0
450019.0,40.0
450022.0,86.0
450023.0,100.0
450025.0,88.0
450026.0,37.0
450027.0,6.0
450028.0,85.0
450031.0,100.0
450032.0,99.0
450033.0,1.0
450034.0,99.0
450035.0,92.0
450037.0,22.0
450038.0,40.0
450039.0,87.0
450042.0,88.0
450043.0,3.0
450047.0,92.0
450050.0,92.0
450051.0,64.0
450052.0,73.0
450054.0,96.0
450056.0,22.0
450058.0,80.0
450059.0,67.0
450060.0,20.0
450063.0,49.0
450064.0,35.0
450068.0,63.0
450071.0,66.0
450073.0,100.0
450074.0,20.0
450080.0,50.0
450083.0,39.0
450085.0,54.0
450087.0,41.0
450089.0,78.0
450090.0,61.0
450093.0,37.0
450094.0,14.0
450095.0,93.0
450097.0,92.0
450098.0,93.0
450099.0,100.0
450101.0,89.0
450106.0,94.0
450108.0,5.0
450109.0,54.0
450111.0,48.0
450112.0,74.0
450113.0,92.0
450114.0,5.0
450116.0,88.0
450117.0,30.0
450119.0,37.0
450121.0,99.0
450122.0,96.0
450126.0,76.0
450127.0,72.0
450128.0,93.0
450129.0,38.0
450130.0,79.0
450134.0,63.0
450140.0,92.0
450142.0,87.0
450143.0,27.0
450148.0,41.0
450150.0,86.0
450152.0,47.0
450153.0,28.0
450154.0,91.0
450155.0,1.0
450156.0,36.0
450157.0,88.0
450159.0,62.0
450160.0,76.0
450161.0,90.0
450164.0,85.0
450166.0,98.0
450173.0,99.0
450175.0,54.0
450176.0,44.0
450178.0,43.0
450181.0,24.0
450182.0,91.0
450183.0,59.0
450184.0,90.0
450185.0,100.0
450186.0,65.0
450188.0,51.0
450190.0,88.0
450191.0,15.0
450192.0,52.0
450193.0,84.0
450194.0,98.0
450196.0,91.0
450199.0,98.0
450202.0,39.0
450203.0,35.0
450205.0,27.0
450213.0,55.0
450214.0,52.0
450215.0,77.0
450216.0,12.0
450218.0,39.0
450219.0,83.0
450221.0,97.0
450222.0,100.0
450223.0,89.0
450225.0,88.0
450228.0,77.0
450229.0,100.0
450235.0,51.0
450250.0,42.0
450268.0,65.0
450282.0,73.0
450284.0,94.0
450286.0,91.0
450289.0,71.0
450292.0,94.0
450297.0,93.0
450302.0,35.0
450307.0,67.0
450313.0,81.0
450315.0,90.0
450316.0,85.0
450318.0,25.0
450320.0,4.0
450324.0,21.0
450325.0,87.0
450328.0,58.0
450329.0,99.0
450331.0,59.0
450332.0,92.0
450335.0,45.0
450337.0,4.0
450338.0,91.0
450339.0,5.0
450341.0,71.0
450344.0,80.0
450345.0,100.0
450347.0,44.0
450349.0,67.0
450355.0,15.0
450360.0,10.0
450364.0,93.0
450367.0,95.0
450368.0,76.0
450374.0,94.0
450376.0,37.0
450377.0,44.0
450379.0,89.0
450380.0,91.0
450381.0,23.0
450382.0,66.0
450383.0,100.0
450384.0,66.0
450386.0,36.0
450388.0,55.0
450391.0,77.0
450392.0,99.0
450393.0,49.0
450394.0,63.0
450395.0,100.0
450396.0,89.0
450397.0,48.0
450398.0,31.0
450400.0,85.0
450401.0,86.0
450402.0,95.0
450403.0,13.0
450405.0,41.0
450407.0,61.0
450408.0,66.0
450410.0,87.0
450413.0,57.0
450414.0,23.0
450415.0,50.0
450416.0,100.0
450417.0,73.0
450419.0,97.0
450420.0,77.0
450421.0,64.0
450422.0,59.0
450423.0,94.0
450424.0,100.0
450426.0,73.0
450427.0,99.0
450429.0,81.0
450432.0,73.0
450434.0,99.0
450435.0,95.0
450436.0,66.0
450437.0,53.0
450439.0,17.0
450443.0,41.0
450446.0,100.0
450447.0,41.0
450454.0,100.0
450455.0,97.0
450456.0,36.0
450457.0,9.0
450459.0,50.0
450463.0,96.0
450464.0,100.0
450466.0,89.0
450467.0,99.0
450470.0,78.0
450471.0,78.0
450473.0,96.0
450475.0,90.0
450477.0,100.0
450478.0,40.0
450479.0,77.0
450480.0,49.0
450481.0,56.0
450483.0,94.0
450484.0,43.0
450485.0,73.0
450486.0,21.0
450487.0,78.0
450492.0,84.0
450497.0,73.0
450499.0,100.0
450500.0,82.0
450502.0,88.0
450503.0,85.0
450504.0,71.0
450505.0,20.0
450506.0,94.0
450508.0,5.0
450509.0,97.0
450510.0,88.0
450511.0,14.0
450512.0,89.0
450513.0,13.0
450514.0,56.0
450515.0,100.0
450516.0,96.0
450517.0,44.0
450518.0,98.0
450522.0,98.0
450526.0,61.0
450527.0,91.0
450528.0,64.0
450529.0,83.0
450530.0,82.0
450531.0,12.0
450532.0,70.0
450543.0,46.0
450545.0,83.0
450546.0,83.0
450548.0,95.0
450549.0,81.0
450551.0,63.0
450553.0,98.0
450554.0,73.0
450558.0,76.0
450560.0,98.0
450562.0,91.0
450563.0,57.0
450565.0,78.0
450566.0,79.0
450567.0,44.0
450568.0,99.0
450569.0,95.0
450570.0,83.0
450571.0,93.0
450572.0,41.0
450576.0,89.0
450577.0,57.0
450578.0,78.0
450579.0,26.0
450580.0,100.0
450588.0,48.0
450589.0,88.0
450591.0,97.0
450593.0,46.0
450594.0,48.0
450597.0,68.0
450598.0,47.0
450609.0,95.0
450613.0,97.0
450614.0,30.0
450615.0,100.0
450616.0,4.0
450619.0,37.0
450621.0,83.0
450622.0,44.0
450625.0,49.0
450628.0,21.0
450629.0,49.0
450632.0,78.0
450634.0,88.0
450638.0,25.0
450641.0,3.0
450643.0,38.0
450647.0,72.0
450652.0,87.0
450653.0,21.0
450655.0,42.0
450657.0,97.0
450658.0,51.0
450659.0,37.0
450661.0,33.0
450662.0,95.0
450663.0,22.0
450664.0,62.0
450665.0,88.0
450670.0,75.0
450672.0,32.0
450674.0,47.0
450679.0,43.0
450680.0,91.0
450681.0,58.0
450682.0,77.0
450684.0,92.0
450685.0,39.0
450686.0,97.0
450688.0,2.0
450690.0,100.0
450691.0,99.0
450693.0,77.0
450695.0,82.0
450698.0,59.0
450699.0,68.0
450702.0,87.0
450703.0,84.0
450705.0,86.0
450709.0,24.0
450713.0,94.0
450718.0,30.0
450719.0,89.0
450720.0,24.0
450724.0,46.0
450725.0,100.0
450726.0,97.0
450727.0,73.0
450729.0,88.0
450731.0,66.0
450732.0,80.0
450733.0,91.0
450734.0,38.0
450736.0,88.0
450740.0,36.0
450742.0,67.0
450745.0,55.0
450746.0,52.0
450749.0,4.0
450753.0,74.0
450754.0,42.0
450756.0,46.0
450757.0,11.0
450759.0,83.0
450761.0,80.0
450765.0,70.0
450766.0,92.0
450769.0,47.0
450772.0,43.0
450773.0,54.0
450774.0,99.0
450775.0,76.0
450776.0,26.0
450777.0,21.0
450780.0,82.0
450783.0,89.0
450785.0,92.0
450786.0,29.0
450787.0,58.0
450788.0,100.0
450789.0,94.0
450792.0,89.0
450793.0,66.0
450794.0,71.0
450797.0,81.0
450801.0,85.0
450802.0,96.0
450804.0,34.0
450806.0,78.0
450811.0,23.0
450812.0,11.0
450813.0,97.0
450814.0,16.0
450818.0,70.0
450819.0,32.0
450820.0,71.0
450823.0,94.0
450824.0,70.0
450825.0,24.0
450827.0,50.0
450829.0,86.0
450832.0,60.0
450835.0,79.0
450837.0,7.0
450839.0,70.0
450840.0,76.0
450841.0,85.0
450842.0,53.0
450844.0,25.0
450846.0,52.0
450848.0,17.0
450849.0,54.0
450851.0,69.0
450852.0,67.0
450853.0,100.0
450854.0,7.0
450856.0,54.0
450857.0,63.0
450864.0,66.0
450868.0,32.0
450870.0,84.0
450872.0,35.0
450874.0,49.0
450875.0,99.0
450876.0,90.0
450878.0,57.0
450879.0,65.0
450882.0,60.0
450885.0,82.0
450887.0,65.0
450888.0,87.0
450890.0,38.0
450892.0,52.0
450893.0,73.0
450895.0,39.0
450898.0,36.0
450900.0,18.0
450904.0,56.0
450905.0,46.0
450906.0,91.0
450908.0,84.0
450914.0,37.0
450915.0,52.0
450916.0,63.0
450918.0,72.0
450919.0,54.0
450920.0,52.0
450924.0,87.0
450925.0,14.0
450928.0,88.0
450929.0,100.0
450931.0,82.0
450932.0,87.0
450934.0,84.0
450936.0,99.0
450940.0,72.0
450942.0,64.0
450943.0,73.0
450944.0,61.0
450947.0,65.0
450949.0,81.0
450951.0,90.0
450952.0,44.0
450959.0,29.0
450960.0,69.0
450962.0,95.0
450966.0,55.0
450967.0,48.0
450968.0,86.0
450969.0,68.0
450970.0,84.0
450971.0,98.0
450973.0,37.0
450974.0,98.0
450975.0,21.0
450978.0,38.0
450980.0,8.0
450981.0,45.0
450982.0,25.0
450984.0,13.0
450985.0,13.0
450986.0,56.0
450988.0,32.0
450989.0,78.0
450990.0,25.0
450991.0,60.0
450995.0,18.0
450999.0,100.0
451000.0,79.0
451001.0,20.0
451005.0,67.0
